RCP26_ind,RCP26_land,RCP45_ind,RCP45_land,RCP60_ind,RCP60_land,RCP85_ind,RCP85_land
-3.4123128,0,2.304792204,0,3.674666424,0,6.656818116,0
-3.4123128,0,2.30070828,0,3.66922608,0,6.64763112,0
-3.4123128,0,2.296624356,0,3.663785736,0,6.638444124,0
-3.4123128,0,2.292540432,0,3.658345392,0,6.629257128,0
-3.4123128,0,2.288456508,0,3.652905048,0,6.620070132,0
-3.4123128,0,2.284372584,0,3.647464704,0,6.610883136,0
-3.4123128,0,2.28028866,0,3.64202436,0,6.60169614,0
-3.4123128,0,2.276204736,0,3.636584016,0,6.592509144,0
-3.4123128,0,2.272120812,0,3.631143672,0,6.583322148,0
-3.4123128,0,2.268036888,0,3.625703328,0,6.574135152,0
-3.4123128,0,2.263952964,0,3.620262984,0,6.564948156,0
-3.4123128,0,2.25986904,0,3.61482264,0,6.55576116,0
-3.4123128,0,2.255785116,0,3.609382296,0,6.546574164,0
-3.4123128,0,2.251701192,0,3.603941952,0,6.537387168,0
-3.4123128,0,2.247617268,0,3.598501608,0,6.528200172,0
-3.4123128,0,2.243533344,0,3.593061264,0,6.519013176,0
-3.4123128,0,2.23944942,0,3.58762092,0,6.50982618,0
-3.4123128,0,2.235365496,0,3.582180576,0,6.500639184,0
-3.4123128,0,2.231281572,0,3.576740232,0,6.491452188,0
-3.4123128,0,2.227197648,0,3.571299888,0,6.482265192,0
-3.4123128,0,2.223113724,0,3.565859544,0,6.473078196,0
-3.4123128,0,2.2190298,0,3.5604192,0,6.4638912,0
-3.4123128,0,2.215855044,0,3.555609408,0,6.453179148,0
-3.4123128,0,2.212680288,0,3.550799616,0,6.442467096,0
-3.4123128,0,2.209505532,0,3.545989824,0,6.431755044,0
-3.4123128,0,2.206330776,0,3.541180032,0,6.421042992,0
-3.4123128,0,2.20315602,0,3.53637024,0,6.41033094,0
-3.4123128,0,2.199981264,0,3.531560448,0,6.399618888,0
-3.4123128,0,2.196806508,0,3.526750656,0,6.388906836,0
-3.4123128,0,2.193631752,0,3.521940864,0,6.378194784,0
-3.4123128,0,2.190456996,0,3.517131072,0,6.367482732,0
-3.4123128,0,2.18728224,0,3.51232128,0,6.35677068,0
-3.4123128,0,2.184107484,0,3.507511488,0,6.346058628,0
-3.4123128,0,2.180932728,0,3.502701696,0,6.335346576,0
-3.4123128,0,2.177757972,0,3.497891904,0,6.324634524,0
-3.4123128,0,2.174583216,0,3.493082112,0,6.313922472,0
-3.4123128,0,2.17140846,0,3.48827232,0,6.30321042,0
-3.4123128,0,2.168233704,0,3.483462528,0,6.292498368,0
-3.4123128,0,2.165058948,0,3.478652736,0,6.281786316,0
-3.4123128,0,2.161884192,0,3.473842944,0,6.271074264,0
-3.4123128,0,2.158709436,0,3.469033152,0,6.260362212,0
-3.4123128,0,2.15553468,0,3.46422336,0,6.24965016,0
-3.4123128,0,2.152359924,0,3.459413568,0,6.238938108,0
-3.4123128,0,2.149185168,0,3.454603776,0,6.228226056,0
-3.4123128,0,2.146010412,0,3.449793984,0,6.217514004,0
-3.4123128,0,2.142835656,0,3.444984192,0,6.206801952,0
-3.4123128,0,2.1396609,0,3.4401744,0,6.1960899,0
-3.4123128,0,2.136486144,0,3.435760536,0,6.185377848,0
-3.4123128,0,2.133311388,0,3.431346672,0,6.174665796,0
-3.4123128,0,2.130136632,0,3.426932808,0,6.163953744,0
-3.4123128,0,2.126961876,0,3.422518944,0,6.153241692,0
-3.4123128,0,2.12378712,0,3.41810508,0,6.14252964,0
-3.4123128,0,2.120612364,0,3.413691216,0,6.131817588,0
-3.4123128,0,2.117437608,0,3.409277352,0,6.121105536,0
-3.4123128,0,2.114262852,0,3.404863488,0,6.110393484,0
-3.4123128,0,2.111088096,0,3.400449624,0,6.099681432,0
-3.4123128,0,2.10791334,0,3.39603576,0,6.08896938,0
-3.4123128,0,2.104738584,0,3.391621896,0,6.078257328,0
-3.4123128,0,2.101563828,0,3.387208032,0,6.067545276,0
-3.4123128,0,2.098389072,0,3.382794168,0,6.056833224,0
-3.4123128,0,2.095214316,0,3.378380304,0,6.046121172,0
-3.4123128,0,2.09203956,0,3.37396644,0,6.03540912,0
-3.4123128,0,2.088864804,0,3.369552576,0,6.024697068,0
-3.4123128,0,2.085690048,0,3.365138712,0,6.013985016,0
-3.4123128,0,2.082515292,0,3.360724848,0,6.003272964,0
-3.4123128,0,2.079340536,0,3.356310984,0,5.992560912,0
-3.4123128,0,2.07616578,0,3.35189712,0,5.98184886,0
-3.4123128,0,2.072991024,0,3.347483256,0,5.971136808,0
-3.4123128,0,2.069816268,0,3.343069392,0,5.960424756,0
-3.4123128,0,2.066641512,0,3.338655528,0,5.949712704,0
-3.4123128,0,2.063466756,0,3.334241664,0,5.939000652,0
-3.4123128,0,2.060292,0,3.3298278,0,5.9282886,0
-3.4123128,0,2.0685405,0,3.325707216,0,5.9185737,0
-3.4123128,0,2.076789,0,3.321586632,0,5.9088588,0
-3.4123128,0,2.0850375,0,3.317466048,0,5.8991439,0
-3.4123128,0,2.093286,0,3.313345464,0,5.889429,0
-3.4123128,0,2.1015345,0,3.30922488,0,5.8797141,0
-3.4123128,0,2.109783,0,3.305104296,0,5.8699992,0
-3.4123128,0,2.1180315,0,3.300983712,0,5.8602843,0
-3.4123128,0,2.12628,0,3.296863128,0,5.8505694,0
-3.4123128,0,2.1345285,0,3.292742544,0,5.8408545,0
-3.4123128,0,2.142777,0,3.28862196,0,5.8311396,0
-3.4123128,0,2.1510255,0,3.284501376,0,5.8214247,0
-3.4123128,0,2.159274,0,3.280380792,0,5.8117098,0
-3.4123128,0,2.1675225,0,3.276260208,0,5.8019949,0
-3.4123128,0,2.175771,0,3.272139624,0,5.79228,0
-3.4123128,0,2.1840195,0,3.26801904,0,5.7825651,0
-3.4123128,0,2.192268,0,3.263898456,0,5.7728502,0
-3.4123128,0,2.2005165,0,3.259777872,0,5.7631353,0
-3.4123128,0,2.208765,0,3.255657288,0,5.7534204,0
-3.4123128,0,2.2170135,0,3.251536704,0,5.7437055,0
-3.4123128,0,2.225262,0,3.24741612,0,5.7339906,0
-3.4123128,0,2.2335105,0,3.243295536,0,5.7242757,0
-3.4123128,0,2.241759,0,3.239174952,0,5.7145608,0
-3.4123128,0,2.2500075,0,3.235054368,0,5.7048459,0
-3.4123128,0,2.258256,0,3.230933784,0,5.695131,0
-3.4123128,0,2.2665045,0,3.2268132,0,5.6854161,0
-3.4123128,0,2.274753,0,3.222971232,0,5.6757012,0
-3.4123128,0,2.2830015,0,3.219129264,0,5.6659863,0
-3.4123128,0,2.29125,0,3.215287296,0,5.6562714,0
-3.4123128,0,2.2994985,0,3.211445328,0,5.6465565,0
-3.4123128,0,2.307747,0,3.20760336,0,5.6368416,0
-3.4123128,0,2.3159955,0,3.203761392,0,5.6271267,0
-3.4123128,0,2.324244,0,3.199919424,0,5.6174118,0
-3.4123128,0,2.3324925,0,3.196077456,0,5.6076969,0
-3.4123128,0,2.340741,0,3.192235488,0,5.597982,0
-3.4123128,0,2.3489895,0,3.18839352,0,5.5882671,0
-3.4123128,0,2.357238,0,3.184551552,0,5.5785522,0
-3.4123128,0,2.3654865,0,3.180709584,0,5.5688373,0
-3.4123128,0,2.373735,0,3.176867616,0,5.5591224,0
-3.4123128,0,2.3819835,0,3.173025648,0,5.5494075,0
-3.4123128,0,2.390232,0,3.16918368,0,5.5396926,0
-3.4123128,0,2.3984805,0,3.165341712,0,5.5299777,0
-3.4123128,0,2.406729,0,3.161499744,0,5.5202628,0
-3.4123128,0,2.4149775,0,3.157657776,0,5.5105479,0
-3.4123128,0,2.423226,0,3.153815808,0,5.500833,0
-3.4123128,0,2.4314745,0,3.14997384,0,5.4911181,0
-3.4123128,0,2.439723,0,3.146131872,0,5.4814032,0
-3.4123128,0,2.4479715,0,3.142289904,0,5.4716883,0
-3.4123128,0,2.45622,0,3.138447936,0,5.4619734,0
-3.4123128,0,2.4644685,0,3.134605968,0,5.4522585,0
-3.4123128,0,2.472717,0,3.130764,0,5.4425436,0
-12.5095387248,0,7.583269473,0,12.192042653856,0,21.6974911842,0
-12.5095387248,0,7.613508474,0,12.176936592912,0,21.6618763608,0
-12.5095387248,0,7.643747475,0,12.161830531968,0,21.6262615374,0
-12.5095387248,0,7.673986476,0,12.146724471024,0,21.590646714,0
-12.5095387248,0,7.704225477,0,12.13161841008,0,21.5550318906,0
-12.5095387248,0,7.734464478,0,12.116512349136,0,21.5194170672,0
-12.5095387248,0,7.764703479,0,12.101406288192,0,21.4838022438,0
-12.5095387248,0,7.79494248,0,12.086300227248,0,21.4481874204,0
-12.5095387248,0,7.825181481,0,12.071194166304,0,21.412572597,0
-12.5095387248,0,7.855420482,0,12.05608810536,0,21.3769577736,0
-12.5095387248,0,7.885659483,0,12.040982044416,0,21.3413429502,0
-12.5095387248,0,7.915898484,0,12.025875983472,0,21.3057281268,0
-12.5095387248,0,7.946137485,0,12.010769922528,0,21.2701133034,0
-12.5095387248,0,7.976376486,0,11.995663861584,0,21.23449848,0
